movie,reviews
Eighth Grade,I was just surprised over and over again at how deeply touching it is while seeming effortlessly so.
Eighth Grade,Eighth Grade expertly captures those middle school growing pains every American kid for generations has endured.
Eighth Grade,"Startlingly empathetic, wincingly honest, and always completely charming."
Eighth Grade,"Writer-director Bo Burnham, in his feature debut, skillfully intertwines the timeless aspects of adolescent humiliation and the very particular ways in which today's tech has changed them."
Eighth Grade,Eighth Grade is so grounded in the reality of middle school it almost operates like a horrible collective flashback.
Eighth Grade,Many filmmakers have tried and failed to do what Burnham's achieved in this remarkable debut.
Eighth Grade,It is so viscerally authentic to the experience of being in middle school that for a moment I felt like I was standing in the lunchroom clutching my tray.
Eighth Grade,"Throughout, we're invited to chuckle at the ironies of Kayla's hobbies and activities, but underlying such scenes is a strain of eeriness, as if the film were offering up a post-human spin on Pretty in Pink."
Eighth Grade,"Poignantly funny, wrenchingly wise and meltingly beautiful, ""Eighth Grade"" is a not-so-small miracle of independent filmmaking."
Eighth Grade,The most authentic portrait of budding teenagerdom you're likely to see in theaters anytime soon.
Eighth Grade,"Every moment drips with aching - and, at times, heart-swelling - authenticity. The heart swelling is where the ugly cry kicks in."
Eighth Grade,"First-time director Bo Burnham's tender take on teen angst, starring an incandescent Elsie Fisher, is a flat-out triumph-a film that is both indelibly of the moment and achingly timeless."
Eighth Grade,"More than anything, this emotionally unsparing but never-punishing movie feels like the work of someone who kept his eyes and ears wide open."
Eighth Grade,"""Eighth Grade"" is a simple story of an unremarkable girl, tenderly and movingly told."
Eighth Grade,"Eighth Grade isn't easy, both on screen and in life, but it's a film that should be a rite of passage for all, no matter the age."
Eighth Grade,"Bo Burnham's funny and heartwarming 'Eighth Grade' is also a deeply serious film about female adolescence in the age of social media, with plenty of casual wisdom to spare."
Eighth Grade,"It's heartbreaking, heartwarming, and a total charmer."
Eighth Grade,"If there's a more haunting portrait of what it's like to grow up now, I'm not sure I could take it."
Eighth Grade,"A deeply kind movie, curious and nonjudgmental even about the characters who in most coming-of-age films would be hissable villains."
Eighth Grade,"[Burnham] smothers the story in sentiment, stereotypes, and good intentions."
Eighth Grade,"Fisher delivers a glorious symphony of awkward poignancy, from Kayla's cringe-worthy attempts to chat up a popular girl to her ultimately sweet connection with her kind, befuddled single dad."
Eighth Grade,"Eighth Grade is a brilliantly raw, honest portrayal about the middle school experience."
Eighth Grade,"[Elsie] Fisher is a real find, wielding the character's roller-coaster mood swings and open-wound insecurities with bravery and wit, and the supporting roles are equally convincing."
Eighth Grade,"Burnham's accomplished debut offers plenty for viewers of all ages, along with a filmmaking vision that is well beyond many of his comedy peers."
Eighth Grade,... a simultaneously harrowing and sweet look at early adolescence.
Eighth Grade,"It keeps threatening to become a cringe-fest, but pulls back, as Burnham opts instead for something more human and realistic. There's a lived-in wisdom in the film."
Eighth Grade,"Eighth Grade is lovely work, lifted up by a timeless piece of indie wisdom: Keep it real, as cringe-inducing as that can be."
Eighth Grade,"A lovely, truthful comedy about the pure nightmare that is junior high."
Eighth Grade,The kind of comedy that hipper parents might just be able to watch with their own offspring and enjoy.
Eighth Grade,Burnham has tapped into a byproduct of social-media-saturated adolescence that's often overlooked in favor of parental panic and worst-case-scenario horror stories.
Eighth Grade,"""Eighth Grade"" shines as, like, a totally spot-on, you know, portrait of Millennial angst and stuff."
Eighth Grade,"""Eighth Grade"" isn't a documentary, but it hews as close to the modern coming-of-age experience as currently seems possible."
Gosnell: The Trial of Ameri…,"The events in Searcy's film demand to be taken seriously. The way he portrays them, sometimes, cannot."
Gosnell: The Trial of Ameri…,"Tells a story worth telling, and does so reasonably well, but while it avoids actual preaching, it's still addressed to the choir. That doesn't make it a bad film, but it could have been a better one."
Gosnell: The Trial of Ameri…,The film never loses sight of the choir to which it is plainly preaching.
Blindspotting,"A mercurial and explosive film, Blindspotting nimbly parses conflicts about race, rent, incarceration and gentrification."
Blindspotting,"What could have been laboured and polemical is deftly handled, defused with comedy and powered by a pulsating score."
Blindspotting,"By equal turns tense and witty but with plenty of perceptive social commentary to go around, this is a film that only gets more rewarding the more you look under its surface."
Blindspotting,"Reportedly 10 years in the making, Blindspotting is a refreshingly original, gritty and stylised version of the typical rites-of-passage story."
Blindspotting,"It’s acted with naturalistic brio and the script, by Diggs and Casal, is full of pungent dialogue and nuanced reflections..."
Blindspotting,Try and take your electrified eyes off it. It's practically 2018: The Movie.
Blindspotting,"The film's spell grows and grows, perhaps because we're not sure exactly what the writers and first-time director Carlos López Estrada are preaching or promoting."
Blindspotting,"Blindspotting is the freshest commentary on race relations since Black Lives Matter, and in a film sense, since Do the Right Thing."
Blindspotting,One of my favorite movies I've seen so far this year.
Blindspotting,Blindspotting is a film audiences will be deconstructing for years to come. It's a film that wears its contemporary bent on its sleeve while simultaneously bemoaning how being contemporary has robbed the city of Oakland of its diversity.
Blindspotting,"This is a story that is fresh, funny and vital, the electrifying observational meditations at its center overflowing with a satirical edge that's frequently thrilling. I loved this movie. Full stop."
Blindspotting,"Racism, gentrification, police brutality, start-up culture, corporate branding, social media, the justice system ... Blindspotting is eager to take them all on with style and wit, and it succeeds more often than not."
Blindspotting,"""Blindspotting"" is directed with fervor by first-timer Carlos López Estrada, who brings its simmering tensions to a boil without letting the pot overflow."
Blindspotting,"[Casal and Diggs'] talent and charisma are all but undeniable, and their ambition is impossible not to admire, but their execution is confused - fatally so, from a storytelling standpoint."
Blindspotting,"See the movie, for its urgency, for its performances, and for the vibrant portrait of a community being erased in the names of progress and profit."
Blindspotting,Blindspotting is a compelling film with much to say about subjects like gentrification and race - things it approaches with a mix of wit and seriousness.
Blindspotting,"From the mean streets of Oakland, Calif., comes a story about friendship, race and class that's a veritable revelation suffused with authenticity and wisdom."
Blindspotting,"This is a movie that should be seen. You will think about it for a long time, wrestling with the questions it asks and doesn't always answer, at least not in a traditional way."
Blindspotting,"Funny, vibrant, insightful, tragic, achingly timely, and yet with an underlying message about empathy that is timeless, Blindspotting may be the summer's most essential movie."
Blindspotting,"Gentrification, police brutality and the prison industrial complex are just some of the many, many talking points Blindspotting grapples with in ways that are intimate, insightful and wildly entertaining - but also frequently frustrating."
Blindspotting,"The film's empathetic lens instills the feeling that the places on screen may already be gone by now, turning Blindspotting into a kind of documentary of the area that also shares its story: one of survival in the face of trauma."
Blindspotting,"A cathartic battle cry against police brutality and gentrification, and a sensitive, nuanced unpacking of race and identity"
Blindspotting,"'Blindspotting' has enough verve, humor, and passion to recommend it-even as it overplays its hand in its final minutes."
Blindspotting,"As the plot unfolds to lead us to this breaking point, it challenges its audience to overcome long-ingrained stereotypes that a black man is automatically a menacing figure."
Blindspotting,Blindspotting is a film about gentrification that never stops screwing with its audience.
Blindspotting,Blindspotting moves at a brisk pace and raises the dramatic stakes with each scene; director Estrada has a masterful touch for pacing.
Blindspotting,"Movies about race in America are seldom in short supply, but rarely do they venture past the realm of personal prejudice into the more complicated terrain of economic racism."
Blindspotting,"Like all great movies, Blindspotting is a force to be reckoned with and wrestled with. No matter where you land in your assessment, your expectations are guaranteed to be shattered."
Blindspotting,"Exceptional performances a gripping story, and a nuanced, sometimes poetic portrayal of issues of race, class, and friendship."
Blindspotting,"Still, it's hard to remember a recent movie that so powerfully distilled social issues into a single relationship."
Blindspotting,"Co-stars and co-writers Daveed Diggs and Rafael Casal have a lot to say, much of it funny and/or provocative, but neither they nor first-time feature director Carlos López Estrada can figure out a way to shape all this material into a cohesive film."
Blindspotting,A timely meditation on what it means to be black and presumed guilty in America.
Blindspotting,Collin and Miles's relationship also allows the movie to carefully but confidently address some of the thornier realities that abstracted political and social arguments often sidestep for convenience's sake.
Blindspotting,"It's so incredibly tense and everything that did feel messy and scattered all of a sudden comes together in a way that does feel cohesive, and does feel focused, and does feel powerful in a way that perhaps it had not previously."
Blindspotting,"Estrada has made a vibrant film, one popping with ideas and ideals as it presents a vivid and complicated Oakland."
Blindspotting,"Two Oakland homies, 'Hamilton' star Daveed Diggs and poet Rafael Casal, create an intensely personal story about life on the edge in a rapidly changing city. Even when the plot fires off in too many directions, Diggs and Casal will keep you riveted."
Blindspotting,"Blindspotting is entertaining, but it also packs an emotional punch."
Blindspotting,The film takes aim at myriad targets and bluntly satirizing them in disparate styles that never mesh into a cohesive whole.
Blindspotting,"I unabashedly admire the movie's aims, and think ""Blindspotting"" ought to be seen by the widest audience possible."
Blindspotting,"Superb and daring ... a thrilling, riotous, language-drunk elegy and celebration for this most unfixed of cities."
Blindspotting,"An exuberant, brightly colored, zigzagging portrait of a city, an uneasy transformation and a friendship."
Blindspotting,"A spirited, thoughtful, thoroughly entertaining valentine to a city and its still-unfolding history, and a bracing reminder that two things can be true at the same time."
Blindspotting,Real-life friends Diggs and Casal must have less of an unstable dynamic than their characters; the two actors wrote Blindspotting together and perform a potentially fraught duet as its leads.
Blindspotting,"""Blindspotting"" will go down as one of the good things by which 2018 will be remembered. It's a serious work of passion, intuition and artistic intelligence."
Blindspotting,"In these trying times of urban change, police malfeasance, gun violence, racial strife and such, it's nice that Diggs, Casal and Blindspotting are sending a message from the front lines that confirms what you're experiencing and gives you a grain of hope."
Blindspotting,"The conflicts are schematic, the characters are thinly sketched, and Diggs displays his hip-hop artistry as if stepping upstage."
Blindspotting,"More than a treatise or answer key, it's a palpable blast of frustration and rage that shakes you - and should vault Diggs to the top of every casting agent's list."
Blindspotting,"Its dialogue is what's most brilliant about Blindspotting. Casal and Diggs use raps and rhymes interspersed with traditional discourse. It's not a straightforward story about present-day race relations, toxic masculinity, and immaturity by any means."
Blindspotting,A comedy-drama so caught up in its teachable moments that it often fails to come off like either.
Blindspotting,"The film's messy mix of flavorful, sometimes over-the-top character comedy and sincere racial politics benefits from the voice of its stars, who also wrote the script ..."
Blindspotting,"A raw, abrasive call for an adjustment in the way we see each other."
Blindspotting,"Still, Blindspotting, which was the heralded opening-night film at the festival, has an undeniable presence."
Blindspotting,"But as led by Daveed Diggs' impassioned, tormented performance, Blindspotting is hard to shake, despite its on-the-nose plot points and melodramatic flourishes."
Blindspotting,"The ultimate success of Blindspotting comes down to the intensity of emotion percolating beneath each scene, with Diggs' face exuding fury for an unjust world that has no use for his goodwill."
Blindspotting,"Estrada's debut feature brandishes a brash exuberance and stilted storytelling tropes in roughly equal measure, yielding a final result that stimulates just as it cheapens itself dramatically."
Blindspotting,"""Blindspotting"" encourages audiences to look beyond surface prejudices and really see their fellow citizens for the first time. If ever there was a film to open America's eyes, this is it."
Leave No Trace,"If the pacing occasionally slacks, “Leave No Trace” makes up for it in narrative twists and turns that shock without ever feeling exploitative."
Leave No Trace,"The superbly conceived documentary Leave No Trace sets about the task of revealing how the once-revered organization fell from grace, and it does so with a brutal clarity that’s one of its most potent weapons."
Leave No Trace,"Print journalism forbids reporters from writing in the first person. While documentary features are less rigid about those rules, it’s unorthodox, to say the least, to see one featuring one of its five credited producers so prominently."
Colette,ERROR
Operation Finale,"Well-intentioned, handsome, and lifeless."
Operation Finale,"Despite its engaging performances, this real-life story about Israel's hunt for a war criminal moves through rote plot points with uninventive efficiency."
Operation Finale,"When a movie features Ben Kingsley, in a hefty Ben Kingsley role, doing what Ben Kingsley does best, that's probably good enough in itself."
Operation Finale,The film fictionalizes setups and collapses factual details while trying to make Eichmann's extraction play out with conventional suspense; it ends up a poor cousin to Argo.
Operation Finale,
Operation Finale,"Operation Finale is a film perfectly suited for the beginning of September. It'll keep you engaged in the moment, yet will disappear completely by the time the real awards contenders pop up in a few weeks."
Operation Finale,"Ben Kingsley's serene, ""everybody sh*ts"" reading of the character is a source of illumination around which everything else in the picture revolves."
Operation Finale,"The markings here are of a fiery potboiler, but ""Operation Finale"" never ignites."
Operation Finale,It's in the movie's lengthy middle sequence of verbal sparring between Malkin and Eichmann that Operation Finale comes into its own.
Operation Finale,"The pacing is off from the first scenes, thick with exposition but skimpy on clarity."
Operation Finale,"Operation Finale has the too-slow-burn of Argo-lite. Best intentions aside, director Weitz simply can't seem to master the high-stakes gambit of what is essentially an international kidnapping."
Operation Finale,"The electrifying scenes between Kingsley and Isaac are even more riveting than the ""can they get him"" and ""will they be caught"" moments of spycraft."
Operation Finale,"A compelling if somewhat low-key historical thriller, elevated by fine performances from Kingsley and Isaac."
Operation Finale,"At its best, it's something to watch if nothing's on The History Channel; at its worst, [it's] a borderline banal representation of the banality of evil."
Operation Finale,"As a more complete retelling of a particular moment of history... the film is a diverting watch, anchored with enough of Weitz's intriguing personal touches to keep it from feeling like a glorified History Channel special."
Operation Finale,"Overall, Operation Finale tells its story without grossly distorting history and does so in a manner that engages an audience for its two hour running time."
Operation Finale,Director Chris Weitz... delivers a dialogue-driven think piece that makes up in intelligent nuance what it lacks in unrelenting thrills or suffocating suspense.
Operation Finale,"Yes, Malkin grabbed Eichmann, but the film about how it all went down does not return the favor."
Operation Finale,"Operation Finale, despite its other elaborations on the historical record, is engrossing and a little moving."
Operation Finale,"Operation Finale is gripping and involving - but more often, the story slows to a crawl and actually becomes less involving just when we should be holding our breath."
Operation Finale,"Tells a decent story well enough, but what does it want to say?"
Operation Finale,"It's neither great nor terrible, neither stylish nor unsexy, but exists in some serviceable compromise between both extremes."
Operation Finale,"A respectful chronicle of retribution, one that's suspenseful while resisting sensationalism."
Operation Finale,"What ultimately makes Operation Finale worth watching, if not exactly riveting, is the interplay between captor and prisoner."
Operation Finale,"To say Mr. Kingsley's performance is more than Eichmann deserves, of course, is really not saying anything -- it's a sturdy film, albeit about a shaky subject."
Operation Finale,The [Kingsley] and [Isaac] sequences aren't enough to make Operation Finale into what it desperately wants to be: a film that means something.
Operation Finale,"Rather than the cagey, caged mastermind who later would play dumb at trial, this Eichmann is just another movie bad guy - and Operation Finale is just another movie."
Operation Finale,Fails to measure up to the deep historical impact of the events it depicts.
Operation Finale,"A well-made spy thriller replete with scenes of secret surveillance, faked passports and hairbreadth escapes."
Operation Finale,"It's a story very worth telling, told pretty well, with self-evident virtues and obvious limitations."
Operation Finale,"The acting is great, but screenwriter Matthew Orton's attempts to give the film the philosophical heft that it deserves fall somewhat short."
Operation Finale,The film never manages to reconcile the enormity of the Holocaust with how ordinary a bureaucrat Eichmann was.
Operation Finale,This ostensibly historical account feels resoundingly Hollywood-phony.
Operation Finale,"Despite clichéd depictions of Nazi atrocities, the movie persuasively evokes, with its wealth of details, the slender threads on which historical events-and historical truth-depend."
Operation Finale,The drama benefits from a strong cast and can easily replace 1996's The Man Who Captured Eichmann as the go-to dramatization of this episode.
Operation Finale,The film is hobbled by a vision of Adolf Eichmann that doesn't find a way to touch his interior life so much as it preserves his mystique as an office manager in evil wolf's clothing.
Operation Finale,"""Operation Finale"" doesn't feel ambiguous so much as it feels like it lacks a point of view."
Operation Finale,A film that doesn't have the philosophical depth to back up its analytical ambitions.
Operation Finale,The reason the movie works as well as it does is its two stars: Oscar Isaac and Ben Kingsley.
Operation Finale,"Kingsley isn't an ideal match for the mild-mannered murderer who inspired Hannah Arendt to coin the phrase ""the banality of evil."" But like the rest of the cast, he holds our attention even when the movie buckles under the burden of earnest intentions."
I Can Only Imagine,[A] slickly assembled tale of redemption and reconciliation.
I Can Only Imagine,"Art can be affirmation, but affirmation cannot be art."
I Can Only Imagine,"The movie works for the same reason the song does: It lightens the burden of the pain people are shouldering today, and gives them something to look forward to."
I Can Only Imagine,"This is an interesting idea, executed with a reductive, tin-eared understanding of what constitutes art to go along with a faith-based movie's reductive, tin-eared understanding of what constitutes entertainment."
I Can Only Imagine,"Like so many faith-based efforts, I Can Only Imagine suffers from a terminal case of self-importance."
I Can Only Imagine,"Why is the movie made from a universally healing single such an earnest, awkward dud? Well, partly because the movie can't settle on what's more important, the family stuff or the ascension of the song as a fame-inducing anthem."
Lady Bird,"Lady Bird combines wisdom and tenderness, humor and grace. It's light-footed without being lightweight. And it captures, with great feeling, the turbulence of a girl growing up. I can't recommend it enough."
Lady Bird,"Greta Gerwig's directorial debut, Lady Bird, is the millisecond of possibility, the speck of unflinching nerve, which might only occur once in our lives."
Lady Bird,"It is a female coming-of-age story that is both nostalgic and unflinching, and it will ensnare you deeply in its grasp."
Lady Bird,The densely packed detail which makes this such a luminous work shows Gerwig to be an uncommonly alert filmmaker.
Lady Bird,One of the finest teen comedies ever. Movie perfection
Lady Bird,One element of the film's genius is its ability to root us firmly in Lady Bird's perspective. It does more.
Lady Bird,"Its joyful, forward-rushing narrative rhythm captures the feeling of adolescence ending before it has barely begun."
Lady Bird,"As teen movies go, it's supremely sophisticated, capturing and crystallising that moment in adolescence when it seems that life is at last about to start and the only place you want to be is elsewhere."
Lady Bird,"While there is an acute authorial intelligence informing the transitions between scenes, the steady trot of clipped vignettes comes to seem monotonous and somewhat evasive, a way to move along before anything too hard and hurtful happens."
Lady Bird,"Like many wonderful actresses with a gift for words (think Julie Delpy, Sarah Polley and Lake Bell) Gerwig has slipped behind the camera to create something quietly political."
Lady Bird,"Gerwig's deft handling of script, camera and actors is all the more impressive given that this is her first film as solo director."
Lady Bird,"This is a coming-of-age story that's affecting without ever being sentimental, and feels absolutely true -- like remembering the teenager you once were, even if you were never a Lady Bird (or Debee) exactly. A rare bird indeed."
Lady Bird,A gloriously funny and wistfully autobiographical coming-of-age comedy.
Lady Bird,"If Gerwig is capable of all this in her first solo feature, who knows what feats of woodwork she'll craft for us next."
Lady Bird,Writer-director Gerwig manages brilliantly the delicate feat of portraying the vulnerabilities and eccentricities of the townsfolk without patronising them.
Lady Bird,"Lady Bird is an absolute charmer of a movie. We genuinely care about this lovely, rebellious girl and we want her to be happy."
Lady Bird,"It's almost too hard to write about Lady Bird precisely because it's so brilliant that no words could possibly capture its spirit and convey why this film absolutely has to be seen, and loved."
Lady Bird,"A coming-of-age story like no other, Lady Bird is smart, emotional, funny and completely original. Rarely has a directorial debut been so assured, so singular and so heartwarmingly affecting."
Lady Bird,"Almost everything here bespeaks Gerwig, including the cast's tendency to act one line or dramatic moment with breezy brio, as if already on the run to the next. Very GG."
Lady Bird,"The characters may be messy, but Gerwig's writing and direction are elegantly precise. One of the best ensemble casts of the year."
Lady Bird,The key to Lady Bird is that Marion is never painted as an ogre. Her toughness is played for comic effect: as an understandable character flaw born of her genuinely meaning well.
Lady Bird,"Gerwig finds a warmer part of herself when, unencumbered by any lab partner, she returns to her hometown with Lady Bird. One can only hope that, this time, she stays."
Lady Bird,A heartfelt coming-of-age story that perfectly captures the bittersweet transition from adolescence to dawning adulthood...
Lady Bird,"Lady Bird's center is the relationship between Christine and her mother, and Metcalf's performance is a knockout."
Lady Bird,"If Gerwig's cinematic brand is going to be tenderness, feminism, spiky humor, and empathy, count me in."
Lady Bird,"""Lady Bird"" is a deeply accomplished debut, as much a love letter to Gerwig's hometown as it is to awkward adolescence. It flies."
Lady Bird,"Lots of movies are set to be popping up in multiplexes, but few as wonderful as ""Lady Bird."""
Lady Bird,One of the best movies about adolescence to come along in years.
Lady Bird,"... I love this movie, and it's hard not to believe that general audience who head to the theatre to give it a look will not end up feeling exactly the same."
Lady Bird,"Lady Bird understands late adolescence as the endless accumulations of tiny humiliations and a deep, unutterable yearning for escape."
Lady Bird,"Lady Bird may sound slight, but it offers an eloquent, fresh voice from a thoroughly accomplished film-maker."
Lady Bird,"The delightful and insightful Lady Bird achieves flight in its own unique way, just like the aerodynamically unorthodox ladybug the title tips to."
Lady Bird,Lady Bird is a coming-of-age story distinguished by a great script and a perfect cast.
Lady Bird,"Highlighted by an awards-worthy performance by Saoirse Ronan and structured around a light, witty script by Gerwig, the movie delivers a well-targeted snapshot of a year-in-the-life of an ordinary high school senior."
Lady Bird,"It's unique and original and fresh and wonderful, and can you tell I loved it?"
Lady Bird,Saoirse Ronan plays Lady Bird as if she'd been following writer-director Greta Gerwig around all her life - mannerisms and liberated worldview fully internalized.
Lady Bird,Greta Gerwig proves that she is her own muse
Lady Bird,It's a great movie.
Lady Bird,"In Ronan's marvelous performance, tough and transparent at the same time, we can see the blurred outlines of the equally assured filmmaker behind her."
Lady Bird,"""Lady Bird"" is a triumph of style, sensibility and spirit. The girl at its center may not be a heavyweight, but her movie is epic."
Lady Bird,"I love it. If a more enchanted movie comes along this year, I'll be surprised."
Lady Bird,This is simply beautiful work.
Lady Bird,"As an actor, Gerwig has shown an enchantingly light touch; she brings that to her work as director, as ""Lady Bird"" skims along happily, showing us moments both crucial and trivial in a teenage girl's life."
Lady Bird,Greta Gerwig has reclaimed the narrative around virginity - and it's all the better for it.
Lady Bird,"Greta Gerwig's coming-of-age film is deft, joyous, and imaginatively sympathetic"
Lady Bird,"Gerwig the actress skillfully pivots between the wacky and the poignant, so it's no surprise that Gerwig the auteur so delicately balances hilarity and heartbreak."
Lady Bird,"Lady Bird is, instead, episodic and rambling, a ruminative look back at a crucial, defining period in its creator's life."
Lady Bird,"Witty and wise, hopeful and heartbreaking."
Lady Bird,"There's an easy yet unnerving authenticity in Lady Bird, making it feel like a welcoming yet soul-baring memoir."
Lady Bird,"A finely wrought, deeply felt mash note to Gerwig's hometown of Sacramento, and the rare film about teenage life that puts equal weight on the dark, sad and tough parts, as it does on the joyous, raucous, euphoric moments."
Lady Bird,It hit me unexpectedly-like a snowball between the eyes.
Lady Bird,"Lady Bird is a masterpiece. Affecting, emotional, funny, painful. It'll make you feel things and transport you to a time you thought you'd gotten over."
Lady Bird,"The movie is best when it undercuts its own seriousness, as when Lady Bird proclaims, ""I want to be the best version of who I can be,"" and then follows up with, ""What if this is the best version?"""
Lady Bird,It isn't every day you see a film so attuned to the outsized drama of adolescent life. The film is bursting with life and rich in observations both large and small. Kudos to Gerwig and all of her collaborators
Lady Bird,"[Gerwig's] first solo flight as a director and writer is beautifully confident in its rhythm and mood, the script whip-sawing from humor to earnest emotion to raw pain and back."
Lady Bird,Lady Bird finds fresh purchase in well-trodden territory by observing the human carnival from a girl's point of view.
Lady Bird,"It may be about the selfishness and growing pains of its confused and embattled heroine, but it's made from the perspective of an artist who sees the world more clearly now than she did then."
Lady Bird,"It's funny, lively, and then devastating when it needs to be, made with the kind of confidence even its heroine could only dream of."
Lady Bird,"Left to her own devices, Gerwig has arrived and solidified her place as one of the most invigorating, observant and authentic voices in movies today with a director's acumen to match."
Lady Bird,"... Gerwig is by far one of the most talented filmmakers working today, both onscreen and behind the camera, confident and winsome in a way nearly unparalleled by her contemporaries."
Lady Bird,"... the dialogue in ""Lady Bird"" is consistently and honestly funny and cliché-free."
Lady Bird,One of the better solo directing debuts by an actor in recent memory.
Lady Bird,"The loosely autobiographical Lady Bird is actress-writer Greta Gerwig's solo directorial debut, and it feels like the fullest realization so far of her already-patented brand of gangly bittersweet whimsy."
Lady Bird,"Lady Bird is both generous and joyous, but when it stings, it stings deep."
Lady Bird,"Greta Gerwig is spreading her wings as a filmmaker - and she soars with ""Lady Bird."""
Lady Bird,"As warm as it is smart - and it is very smart - ""Lady Bird"" marks actor/screenwriter Greta Gerwig's superb debut as a solo director and yet another astonishing performance by star Saoirse Ronan."
Lady Bird,"Once you've seen it-even while you're watching it, with a grin stuck on your face-you want to give thanks for how wonderful it is, how wise and funny and full of grace."
Lady Bird,"One of the best films of the year. In telling her own coming of age story, Gerwig proves herself a blazing talent and Ronan and Metcalf should have Oscar calling. Totally irresistible."
Lady Bird,"If you pay the right kind of attention to ""Lady Bird"" - absorbing its riffs and digressions as well as its melodies, its choral passages along with its solos and duets - you will almost certainly love it. It's hard not to."
Lady Bird,"[Saorise] Ronan's accent is American, but there's Irish in her rhythms, in the way she drives her lines home and turns every full stop into an ellipsis, a fierce demand for more."
Lady Bird,"Lady Bird is a perfect coming-of-age comedy for anyone who's ever had teenage wanderlust, fought with their parents, fostered a love-hate tension with their hometown or popped Communion wafers in secret."
Lady Bird,"[Lady Bird] is a shrewd, warm, witty coming-of-age movie."
Lady Bird,"As writer and director, Greta Gerwig infuses this comedic coming-of-age drama with verbal virtuosity, gestural idiosyncrasy, and emotional vitality."
Lady Bird,"Gerwig's directorial debut is a joy from start to finish, a warm, generous snapshot of teenage vulnerability and exuberance."
Lady Bird,A hilarious and heartwarming experience.
Lady Bird,"A uniquely American comedy, Greta Gerwig's Lady Bird is testy, humane, and firmly rooted in its time and place."
Lady Bird,"Gerwig has proven that she's equally adept behind the camera, allowing her personal experiences to inform this upbeat, charming coming-of-age comedy."
Lady Bird,"What a joy, then, to discover that [Greta Gerwig] is equally capable at flooding a film with twisted livewire complexity."
Lady Bird,"There are no fireworks or twists or unnecessary frills here, nor should there be - this is simply perfect filmmaking from a voice that demands to be heard."
Lady Bird,"Lady Bird is something truly special: a coming-of-age comedy so funny, perceptive, and truthful that it makes most other films about adolescence look like little more than lessons in cliché."
Lady Bird,"Lady Bird is a film bursting with warmth, wit and melancholy that manages to seem fresh and unexpected despite the overly stacked nature of the subgenre."
Lady Bird,"This is a resoundingly modern, assuredly female-voiced comedy that portends more great things to come from Gerwig behind the camera."
Lady Bird,"Snappy, spirited and shot through with the pangs and pleasures of leaving childhood behind, Lady Bird is a sharp-witted solo first feature by actress and now writer-director Greta Gerwig."
Lady Bird,"""Lady Bird"" consolidates the style and sensibility of a generation caught between the last gasp of the 20th century and post-9/11 disillusionment like nothing else before."
Lady Bird,"The kind of modest, miraculous low-budget gem that takes on a life of its own."
Lady Bird,"A sweet, deeply personal portrayal of female adolescence that's more attuned to the bonds between best girlfriends than casual flings with boys, writer-director Greta Gerwig's beautiful Lady Bird flutters with the attractively loose rhythms of youth."
Gotti,"'Listen to me, and listen to me good. You never gonna see another guy like me if you live to be five thousand,' Travolta's Teflon Don boasts in the final scene. With any luck, we'll never see another mob-movie misfire like this either."
Gotti,"A comically terrible imitation of a biopic, directed by Kevin Connolly with all the flair and nuance of a movie-within-a-movie on 'Entourage.'"
Gotti,He looks distractingly terrible at every stop...You never forget that you are watching John Travolta playing John Gotti every time.
Gotti,It's more run-of-the-mill than it is colossally misguided.
Gotti,"Gotti tries too hard to cram too much information into a small space, and you come away learning almost nothing about the man, other than the filmmakers feel he was a pretty stand-up guy."
Gotti,"You might think this sounds hilariously bad. It must be so bad it's kind of good, right? Wrong. Gotti is not remotely fun, even ironically."
Gotti,It's not a good movie. But the blame can't be laid at its star's Ferragamo-shod feet.
Gotti,"I'd rather wake up next to a severed horse head than ever watch ""Gotti"" again."
Gotti,Starring in this mobster biopic that deserves to get whacked is an offer Travolta should have refused. Insane testimonials from Gotti supporters at the end are as close as this s---show will ever get to good reviews.
Gotti,"Gotti is a connect-the-dots disaster -- the don's greatest hits, so to speak -- without discernible theme or cohesive narrative."
Gotti,"When Gotti tells viewers, speaking directly to the camera at film's end, that they'll never see another man like him, an attorney should really spring up and object that the statement assumes facts not in evidence."
Gotti,"Closing reportage of everyday New Yorkers brashly extolling Gotti's virtues upon his death, painting him, without any irony, as some kind of local hero, pretty much tells you where this picture's coming from."
Gotti,That the long-gestating crime drama Gotti is a dismal mess comes as no surprise. What does shock is just how multifaceted a dismal mess it is.
Gotti,"He may have been a murderer, but even Gotti deserved better than this."
Gotti,"Aside from the wardrobe and the makeup, ""Gotti"" falls far short of capturing period-piece details and never immerses us in the era."
Gotti,It's almost laughable to see this iconic star trying so hard on behalf of a movie that is so clearly compromised in its intentions.
Gotti,"The problem is that it's not really anything. This is a strange thing to say about a notorious mob boss who was locked up for murder, but John Gotti deserved better."
Gotti,"The film is pretty terrible: poorly written, devoid of tension, ridiculous in spots and just plain dull in others."
The Rider,An extraordinary translation of life into art.
The Rider,"Bold, heartfelt and, most importantly, unafraid, this is a remarkable film."
The Rider,The Rider reshapes the traditional cowboy narrative in a way that both embraces and challenges western tropes.
The Rider,A hugely impressive slice of prairie naturalism.
The Rider,"Working with non-professional actors from the Pine Ridge community, Zhao tells the fictionalised true story of bareback bronc rider Brady Blackburn."
The Rider,"Jandreau proves a charismatic draw, even if some of the supporting non-actors struggle with naturalistic performances."
